governorate,district,Sub District,Community,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,Water,Sanitation,Waste Removal,NFI,Food,shelter_cat,water_cat,sanitation_cat,waste_cat,NFI_cat,Food_cat,Protection,CP,GBV,Health**,Education
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Reef Aleppo,"36.2077245350001,36.7984536000001",IS,94,84,96,93,367,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,No,No,No,,
Idleb,Harim,Dana,Atma,Karama,Reef Hama Mankouba,"36.274341,36.691644",IS,227,212,162,158,759,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,No,No,No,,Out of Camp
Aleppo,Afrin,Afrin,Baselhaya,Afrin,Roubar Camp,"36.4241861,36.9595694",IS,925,788,727,543,2983,0.89,1,1,1,,,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,No,No,No,MC,
Idleb,Al Ma'ra,Tamanaah,Sahal,Sanjar,Sahal,"35.4720642643911,36.8886101242293",IS,90,84,57,49,280,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Idleb,Harim,Dana,Qah,Qah,Sahl Al Ghab Alawal,"36.277979,36.806979",IS,130,107,103,101,440,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,No,No,No,,Out of Camp
Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Kherbet Eljoz,Salah Alden (Kherbet Eljoz),"35.876865,36.238405",IS,798,785,828,819,3229,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,No,No,Yes,FC,Yes
Idleb,Harim,Dana,Atma,Karama,Salah Eldin (including Al Islah),"36.244703,36.708654",IS,410,493,385,333,1620,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,Out of Camp
Idleb,Harim,Salqin,Kafarna,Kafrina,Samidoon,"36.1496,36.5218",PC,551,543,559,419,2072,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,No,No,No,PHC,No
Idleb,Harim,Dana,Qah,Qah,Sarkhat Tifl,"36.288172732,36.794364884",IS,102,133,80,153,468,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,No,No,No,,
Ar Raqqa,Ath-Thawrah,Mansura,Sefsafa (Mansura),Sasafa,Sasafa,"35.7751821790001,38.6757639500001",IS,,,,,18,1,,,,,,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Idleb,Al Ma'ra,Sanjar,Karsanti,Sanjar,Sawame',"35.6768712,36.9056346",IS,61,39,60,39,199,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Idleb,Harim,Dana,Atma,Karama,Sedik (Extension of Al Aqsa),"36.207892,36.767998",IS,61,59,52,51,223,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,Out of Camp
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Shahba'1 (Bab Al Hawa Lower/1),"36.203553,36.70439",IS,323,311,276,242,1152,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Shahba'2,"36.1585,36.6349",IS,83,80,72,63,298,,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,
Idleb,Harim,Dana,Atma,Karama,Shaheid Saleh,"36.198658,36.786543",IS,228,223,143,139,733,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,Yes
Aleppo,A'zaz,A'zaz,Shamarin,Azaz,"Shamarin (Dhahiat Al-Shuhada, Qatari)","36.752422,36.99585",IS,1570,2077,954,1010,5611,0.8,1,1,1,0.8,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered,1. Fully covered,Yes,No,No,,
Idleb,Harim,Dana,Atma,Karama,Shams Al Hurriya,"36.268494,36.767307",IS,301,255,300,311,1168,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,Yes
Idleb,Harim,Dana,Qah,Salam,Shams Al Izza,"36.179788,36.647565",IS,83,80,50,47,261,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,
Idleb,Harim,Dana,Qah,Salam,Shuhada Kafr Nabutha,"36.178372732,36.799864884",IS,196,189,169,147,701,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,No,No,No,,
Idleb,Harim,Dana,Atma,Karama,Shuhada Sahl Al Gab,"36.1497705710001,36.605745776",IS,,,,,608,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Idleb,Harim,Dana,Qah,Qah,Shuhadaa Abdeen,"36.198003,36.753994",IS,168,189,175,139,672,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,No,No,No,,Out of Camp
Idleb,Harim,Dana,Atma,Karama,Sons of Homs (Abna Homs),"36.227307,36.800133",IS,194,189,169,136,688,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,Out of Camp
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Sons of Mehin,"36.289013,36.727354",IS,623,600,534,467,2224,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,
Aleppo,A'zaz,A'zaz,Salama,Azaz,Sujjo,"36.602297,37.060879",IS,2448,2630,1438,1236,7752,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,Yes,Yes,Yes,,
Idleb,Harim,Dana,Atma,Karama,Tabarak Al Rahman,"36.309669,36.691128",IS,168,155,189,150,662,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,No,No,No,,
Idleb,Harim,Dana,Sarmada,Bab Al Hawa,Taiba City,"36.106632,36.647969",IS,399,384,342,299,1424,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,No,No,No,,
Idleb,Harim,Dana,Atma,Karama,Taibah,"36.251892,36.776577",IS,277,249,286,263,1075,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Yes,No,No,FC,Out of Camp
Idleb,Harim,Dana,Atma,Karama,Tajammu,"36.276498,36.726169",IS,42,41,34,32,149,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Tal Al Karama,"36.1445245350001,36.7200536",IS,186,301,95,95,677,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,No,No,No,,
Idleb,Al Ma'ra,Sanjar,Tal Halawa,Sanjar,Tal Halawa,"35.46179578,37.19032126",IS,316,330,295,266,1207,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Idleb,Al Ma'ra,Tamanaah,Tal Shih,Sanjar,Tal Shih,"35.4969988426678,36.7567625345937",IS,164,156,115,105,540,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Aleppo,A'zaz,A'zaz,Talil Elsham,Azaz,Talil Elsham school,"36.594159,37.105903",IS,846,841,661,571,2919,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,Yes,No,No,,
Aleppo,A'zaz,A'zaz,Talil Elsham,Azaz,Talil Elsham Southern,"36.647537,37.109185",IS,,,,,2721,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,Yes,No,No,,
Idleb,Al Ma'ra,Sanjar,Tellemara,Sanjar,Tellemara,"35.585978,37.034117",IS,24,21,24,25,94,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Idleb,Harim,Dana,Bab El Hawa (Dana),Bab Al Hawa,Termanin,"36.1401269150001,36.6387635140001",IS,31,30,26,23,110,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,No,No,No,,
Idleb,Harim,Dana,Qah,Liyajlikum,Toyor Al Janna (Heaven Bird's),"36.359897,36.670999",IS,190,186,159,165,700,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,Out of Camp
Idleb,Al Ma'ra,Sanjar,Maksar,Sanjar,Upper Maksar,"36.113653,36.807933",IS,66,39,59,58,222,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Idleb,Harim,Dana,Atma,Karama,Watasimu (including Tadamun and Sahl Al Ghab),"36.383056,36.680239",IS,599,588,675,555,2418,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,
Idleb,Al Ma'ra,Sanjar,Ejaz,Sanjar,Western Ejaz,"35.705976,37.018074",IS,178,169,154,131,632,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,No,No,No,,
Idleb,Harim,Dana,Atma,Karama,Yasmeen Al Sham,"36.35211,36.632178",IS,417,411,253,252,1333,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,Yes
Aleppo,A'zaz,A'zaz,Salama,Azaz,Yazibag,"36.557218,37.073473",IS,,,,,24210,,1,,0.25,,,4. Not covered - N/A,1. Fully covered,4. Not covered - N/A,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,Yes,No,Yes,,
Idleb,Harim,Dana,Qah,Salam,Zahrat Al Jolan,"36.297572732,36.708264884",IS,139,134,119,104,496,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,No,No,No,,
Idleb,Harim,Dana,Atma,Karama,Zahret Al Madaen,"36.225517,36.712953",IS,241,239,158,154,791,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,No,No,No,,Out of Camp
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Zamzam,"36.184366,36.758563",IS,117,113,100,88,418,1,1,1,1,0.5,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered,4. Not covered - N/A,No,No,No,,
