PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste_Removal,Food,,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000629,Aleppo,Jebel Saman,Atareb,Al mowasalat*,"36.141644641757,36.8350906390696",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000671,Aleppo,Jebel Saman,Atareb,abu baker al-seddiq*,"36.0573869850486,36.8596926145255",CC,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000672,Aleppo,Jebel Saman,Atareb,Hamdo Aljasem*,"36.0491074249148,36.8560232687741",CC,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000707,Aleppo,Jebel Saman,Atareb,Al Waleed (Mezanaz) * ,"36.0591692972216,36.8590450286865",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000720,Aleppo,Jebel Saman,Atareb,Asous * ,"36.135289,36.950795",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000712,Aleppo,Jebel Saman,Atareb,Al Malaab (Jeineh) * ,"36.114297,36.802432",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000673,Aleppo,Jebel Saman,Atareb,Azeez *,"36.0974777536466,36.7545113805681",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000718,Aleppo,Jebel Saman,Atareb,Hourti * ,"36.1353484913706,36.7796925455331",IS,345,310,245,200,1100,0.91,0,0,0.5,1,0.9,,2.Mostly covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1.Fully covered,2.Mostly covered
CP000674,Aleppo,Jebel Saman,Zarbah,Zarbah poultry*,"36.078904797323,36.9709426816552",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000705,Aleppo,Jebel Saman,Zarbah,Al Bo Assi * ,"36.0767654420247,36.9760966300964",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000675,Aleppo,Jebel Saman,Kassibeh,Al_Ksaibh*,"36.0274806478992,36.9086361397057",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000676,Aleppo,Jebel Saman,Bawabiyeh,Bawabia *,"36.0366181796416,36.8939492851495",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000706,Aleppo,Jebel Saman,Bawabiyeh,Mikman * ,"36.038806,36.886028",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000677,Aleppo,Jebel Saman,Arada,Beidar,"36.086694,36.935",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000678,Aleppo,Jebel Saman,Arada,EL-Iman,"36.091917,36.952306",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000679,Aleppo,Jebel Saman,Zarbah,Majbal ,"35.952,36.876833",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000680,Aleppo,Jebel Saman,Zarbah,Mashtal,"36.056833,36.9235",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000681,Aleppo,Jebel Saman,Daret Azza,Ebad Al_Rahman*,"36.2391171231865,36.8794922623783",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000717,Aleppo,Jebel Saman,Hoteh,Jamiaat Azar * ,"36.230284,36.78719",CC,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000714,Aleppo,Jebel Saman,Tall Ed-Daman,Berri(Tal Aldaman) * ,"36.139586,36.711504",PC,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
