PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste_Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000180,Idleb,Harim,Qah,Qah,"36.292701,36.727771",IS,1160,980,1020,840,4000,0.4,0.4,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000132,Idleb,Harim,Qah,Reef Hama Mankouba,"36.297341,36.700444",IS,265,247,202,196,910,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000141,Idleb,Harim,Qah,Sahl Al Ghab Alawal,"36.292179,36.707179",IS,117,123,116,103,459,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000422,Idleb,Harim,Qah,Shuhada Khan Sheikhon,"36.2944889,36.711825",IS,396,341,247,203,1187,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000184,Idleb,Harim,Qah,Shuhadaa Abdeen,"36.293603,36.708294",IS,202,209,195,187,793,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000146,Idleb,Harim,Qah,Sons of Homs (Abna Homs),"36.296907,36.702033",IS,274,306,175,133,888,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000186,Idleb,Harim,Salam,Al Forkan,"36.267586,36.721482",IS,387,485,1004,939,2815,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000388,Idleb,Harim,Salam,Al Madiq 1,"36.302975367,36.719929742",IS,295,377,421,362,1455,0,1,1,1,1,0,Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000389,Idleb,Harim,Salam,Al Madiq 2,"36.308975367,36.769929742",IS,456,423,371,312,1562,0,1,0,0,0,0,Not covered - N/A,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000189,Idleb,Harim,Salam,Al Midan,"36.263449,36.728872",IS,427,382,287,265,1361,0,1,0,0,0,0,Not covered - N/A,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000493,Idleb,Harim,Salam,Al Sabah,"36.2649028,36.7019694",IS,226,251,319,258,1054,0,1,1,1,1,0,Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000191,Idleb,Harim,Salam,Al Salam (Aqrabat) ,"36.277047,36.723946",IS,524,701,659,601,2485,0,1,1,1,1,0,Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000044,Idleb,Harim,Salam,Aqrabat (Ahl Al-Athar),"36.266302,36.701992",IS,225,197,218,182,822,0.35,0.35,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000318,Idleb,Harim,Salam,Abl Baydar,"36.296272732,36.725164884",IS,81,64,95,65,305,0.3,0.3,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000265,Idleb,Harim,Salam,Al Ahd Billah,"36.284682,36.728616",IS,289,296,384,351,1320,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000387,Idleb,Harim,Salam,Al Awdah,"36.289666,36.731603",IS,97,66,102,85,350,0.3,0.3,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000486,Idleb,Harim,Salam,Al Badiah (Al Midan Extension) ,"36.2640972,36.7280417",IS,168,157,141,76,542,0,1,1,1,1,0,Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000319,Idleb,Harim,Salam,Al Goroub (and extension),"36.281667,36.712524",IS,386,340,453,392,1571,0.4,0.4,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000187,Idleb,Harim,Salam,Al Jolan,"36.282224,36.716307",IS,550,632,620,574,2376,0.85,1,1,1,1,0,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000188,Idleb,Harim,Salam,Al Khalij Al Arabi,"36.281263,36.7163",IS,120,147,154,119,540,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000168,Idleb,Harim,Salam,Al Majd,"36.2837222,36.7201944",IS,212,254,250,199,915,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000386,Idleb,Harim,Salam,Al Mutahaboun Bellah (and extension),"36.289368,36.729199",IS,835,792,705,678,3010,0.4,0.4,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000190,Idleb,Harim,Salam,Al Nasser (and extension) ,"36.28331,36.71946",IS,782,720,805,690,2997,0.35,0.35,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000488,Idleb,Harim,Salam,Al Shomoukh,"36.286525,36.7317278",IS,372,322,415,278,1387,0.4,0.4,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000172,Idleb,Harim,Salam,Al Tawheed,"36.269712,36.725429",IS,123,138,190,171,622,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000174,Idleb,Harim,Salam,Bab Al Hawa,"36.288925,36.728395",IS,220,189,208,183,800,0.35,0.35,1,1,1,0.95,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000193,Idleb,Harim,Salam,Dar Al Riaya - Disabled,"36.282335,36.713339",IS,381,299,294,239,1213,0.9,1,1,1,1,0,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000484,Idleb,Harim,Salam,Fatih Halab,"36.2759333,36.7304333",IS,76,66,51,41,234,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000320,Idleb,Harim,Salam,Kafr Nabutha Alamal,"36.281679,36.713263",IS,96,113,134,135,478,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000321,Idleb,Harim,Salam,Kafr Nabutha Alhora,"36.283845,36.727938",IS,339,339,360,244,1282,0.75,0.7,0.7,0.7,0.5,0.5,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered
CP000266,Idleb,Harim,Salam,Kafr Nabutha Alsmoud,"36.267063,36.717228",IS,105,128,140,123,496,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000423,Idleb,Harim,Salam,Mareiwdah,"36.2955667,36.7353722",IS,98,81,88,59,326,0.45,0.45,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000322,Idleb,Harim,Salam,Muhajreen Al Gab,"36.281743,36.713803",IS,245,195,312,273,1025,0.3,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000195,Idleb,Harim,Salam,Shams Al Izza (and extension),"36.270788,36.725365",IS,49,57,46,34,186,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000323,Idleb,Harim,Salam,Shuhada Kafr Nabutha,"36.281405,36.716768",IS,350,281,169,180,980,0.4,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000324,Idleb,Harim,Salam,Zahrat Al Jolan,"36.281355,36.718389",IS,219,243,342,283,1087,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000412,Idleb,Harim,Salam,Zahrat Al Khalij Al Arabi,"36.281632,36.715487",IS,151,215,199,180,745,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000045,Idleb,Harim,Sarmada,Al Dana,"36.2044,36.757281",IS,138,119,92,75,424,0.3,0.3,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000519,Idleb,Harim,Sarmada,Al Nashmi,"36.2107139,36.7571806",IS,90,75,140,96,401,0.2,0.2,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000403,Idleb,Harim,Sarmada,Al Faraj (Al Ghab),"36.200395,36.711829",IS,369,396,455,265,1485,0.5,1,0,0,0,0.88,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000404,Idleb,Harim,Sarmada,Al Faroq Omar,"36.202503,36.711552",IS,128,125,105,0,358,1,0.4,1,0,0,1,1. Fully covered,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000405,Idleb,Harim,Sarmada,Al Fateh,"36.201939,36.71076",IS,128,106,117,104,455,0.5,1,0,0,0,0.94,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000197,Idleb,Harim,Sarmada,Al Imdad,"36.202524,36.712852",IS,498,509,509,475,1990,0.9,1,0,0,0,0.92,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000514,Idleb,Harim,Sarmada,Al Jabal (Sarmada),"36.183765,36.691325",IS,357,292,227,209,1085,0.82,1,0,0,0,0.92,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000279,Idleb,Harim,Sarmada,Al Khirba Al Muhasara (and extension) ,"36.202389,36.712242",IS,286,262,571,481,1600,0.9,1,0,0,0,0.94,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000512,Idleb,Harim,Sarmada,Al Mahaba,"36.249852,36.70625",IS,67,119,85,74,345,1,1,0,0,0,1,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000529,Idleb,Harim,Sarmada,Al Mawada,"36.170138,36.73566",IS,452,369,314,375,1510,1,1,0,0,0,0.55,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000511,Idleb,Harim,Sarmada,Al Nasr,"36.248743,36.707045",IS,1200,1110,860,657,3827,0.5,0.5,1,1,1,1,2. Mostly covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000196,Idleb,Harim,Sarmada,Al Nouri,"36.183617,36.690425",IS,237,298,132,148,815,0.95,1,0,0,0,1,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000418,Idleb,Harim,Sarmada,Al Rahman,"36.199207,36.679827",IS,70,68,33,33,204,1,1,1,0,0,0,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000062,Idleb,Harim,Sarmada,Al Sadaka,"36.201069,36.712421",IS,271,273,186,180,910,1,1,0,0,0,0.97,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000518,Idleb,Harim,Sarmada,Al Salam (Sarmada) ,"36.17390056,36.77716444",IS,139,140,95,92,465,0.9,1,0,0,0,1,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000516,Idleb,Harim,Sarmada,Al Shaykh Bry,"36.177125,36.73920278",IS,185,186,127,123,620,0.85,1,0,0,0,0.93,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000456,Idleb,Harim,Sarmada,Al Sufara'a,"36.163824,36.749586",IS,106,75,45,19,245,0.95,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000063,Idleb,Harim,Sarmada,Al Ummah,"36.201145,36.711018",IS,279,280,191,185,935,0.5,1,0,0,0,0.96,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000490,Idleb,Harim,Sarmada,Al Wafa (Sarmada) ,"36.1640278,36.7528556",IS,240,226,258,220,945,0.95,1,0,0,0,0.8,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000509,Idleb,Harim,Sarmada,Alghafran,"36.25011667,36.70907778",IS,158,141,117,96,512,0.2,0.2,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000531,Idleb,Harim,Sarmada,Ali Bin Abi Taleb (Sarmada),"36.190901,36.698305",IS,625,674,620,416,2335,1,1,0,0,0,0.83,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000065,Idleb,Harim,Sarmada,Ariha,"36.2094,36.7226",IS,137,121,108,99,465,0.9,1,0,0,0,0.83,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000445,Idleb,Harim,Sarmada,Ghetaa Al Rahma2 (Al Kamouneh),"36.1615556,36.7487528",IS,579,648,371,318,1915,0.75,1,0,0,0,0.9,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000453,Idleb,Harim,Sarmada,Islamuna 2,"36.2021333,36.7278111",IS,486,446,486,527,1945,1,1,0,0,0,1,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000517,Idleb,Harim,Sarmada,Kafr Karmin,"36.16123611,36.78139444",IS,227,215,193,165,800,0.4,0.4,1,0.77,1,0,3. Partially covered,3. Partially covered,1. Fully covered,2. Mostly covered,1. Fully covered,Not covered - N/A
CP000510,Idleb,Harim,Sarmada,Kelbit,"36.22598333,36.70958056",IS,3881,4087,2496,2036,12500,0.3,0.3,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000198,Idleb,Harim,Sarmada,Khaled Bin Al Waleed,"36.203008,36.710371",IS,495,523,688,440,2145,1,1,0,0,0,0.88,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000530,Idleb,Harim,Sarmada,Matahen Al Khair,"36.170628,36.728202",IS,180,178,193,159,710,0.25,1,0,0,0,0.88,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000071,Idleb,Harim,Sarmada,Taiba City,"36.182432,36.690769",IS,388,514,637,452,1990,1,1,0,0,0,1,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000515,Idleb,Harim,Sarmada,Terminine (Sarmada),"36.22790278,36.81073056",IS,1102,1089,892,905,3988,0,1,0,0,0,0,Not covered - N/A,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000554,Idleb,Harim,Sarmada,Baraem Abi Alfedaa,"36.18358,36.69534",IS,649,600,450,410,2109,0.95,0.95,1,1,1,1,2. Mostly covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000563,Idleb,Harim,Sarmada,Al Saiyalah,"36.13594,36.72515",IS,97,86,56,66,305,1,1,0,0,0,1,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000562,Idleb,Harim,Sarmada,AlAtshana Algharbiyah,"36.14855,36.73657",IS,403,439,233,206,1281,0.7,0.7,1,1,1,1,2. Mostly covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000565,Idleb,Harim,Sarmada,Al Wdahee- Sarmada,"36.20321,36.73413",IS,399,279,138,118,935,0.15,1,0,0,0,1,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000576,Idleb,Harim,Sarmada,Al-Furkan(Alkamouna),"36.16281534,36.75287238",IS,84,88,90,85,347,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000408,Idleb,Harim,Sarmada,Al Ezza,"36.1913389,36.78665",IS,1385,1218,1050,990,4643,0.5,0.5,1,1,1,1,2. Mostly covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000462,Idleb,Harim,Sarmada,Al Gharbal,"36.19692,36.760631",IS,69,57,36,29,190,0.3,1,0,0,0,1,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000468,Idleb,Harim,Sarmada,Defaf Al Furat,"36.197704,36.782608",IS,100,102,66,61,330,0.25,1,0,0,0,1,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000461,Idleb,Harim,Sarmada,Sons of Al Jazeera wa Al Furat,"36.196959,36.78481",IS,189,179,161,131,660,0.15,1,0,0,0,1,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000537,Idleb,Harim,Sarmada,Al Abiad-Tal Elkaramej,"36.16762,36.77504",IS,372,350,288,235,1245,0.25,1,0,0,0,1,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000538,Idleb,Harim,Sarmada,Al-Manzila,"36.158251,36.786398",IS,478,456,380,298,1612,0.3,0.3,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000546,Idleb,Harim,Deir Hassan,Rabeaa,"36.180343,36.754617",IS,78,72,63,53,265,0.25,1,0,0,0,1,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000552,Idleb,Harim,Deir Hassan,Wadi Al-Teen,"36.241225,36.789578",IS,218,192,177,153,740,0.6,1,0,0,0,1,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000540,Idleb,Harim,Sarmada,Al-Dwerat,"36.163575,36.768359",IS,184,160,134,122,600,0.4,1,0,0,0,1,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000496,Idleb,Harim,Deir Hassan,Al Rahma Transit/Reception Centre,"36.2220639,36.8034222",CC,23,29,13,10,75,0,1,0,0,0,0,Not covered - N/A,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000539,Idleb,Harim,Deir Hassan,Tl Aldaman,"36.220631,36.79852",IS,130,112,108,81,430,0.25,1,0,0,0,1,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,1. Fully covered
CP000564,Idleb,Harim,Sarmada,Alwasitah,"36.17048,36.74142",IS,388,344,457,406,1595,1,1,0,0,0,0.8,1. Fully covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,2. Mostly covered
CP000446,Idleb,Harim,Harim,Al Aman (Harim),"36.2242167,36.5441722",IS,109,109,60,52,330,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000413,Idleb,Harim,Harim,Al Azraq,"36.224392,36.551418",IS,140,121,149,136,546,0.87,1,0,0,0,0,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000202,Idleb,Harim,Harim,Al Kaws school,"36.2093611,36.5238333",CC,218,179,157,111,665,0,1,0,0,0,0,Not covered - N/A,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000390,Idleb,Harim,Harim,Al Madenh Monarh (Harim),"36.22581,36.547423",IS,219,180,157,111,667,0.8,1,0,0,0,0,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000200,Idleb,Harim,Harim,Alhai Aljanouby school,"36.2093611,36.5238333",CC,76,77,43,38,234,1,1,1,0,1,0,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A,1. Fully covered,Not covered - N/A
CP000207,Idleb,Harim,Harim,Alsiasieh,"36.2058056,36.5155278",CC,71,66,28,25,190,0,1,0,0,0,0,Not covered - N/A,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000208,Idleb,Harim,Harim,Alzeraah,"36.2042778,36.5137778",CC,95,82,85,72,334,0.93,1,0,0,0,0,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000414,Idleb,Harim,Harim,Dalama,"36.226486,36.548181",IS,101,100,70,55,326,0.8,1,0,0,0,0,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000258,Idleb,Harim,Harim,Jabal Harim (Sabiroon),"36.226395,36.539417",IS,386,369,245,200,1200,0.75,1,0,0,0,0,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000506,Idleb,Harim,Harim,Kafr Aruq,"36.1172333,36.6578",IS,535,440,700,500,2175,0.7,0.7,0.7,0.7,0.7,0.7,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered
CP000210,Idleb,Harim,Harim,Omahat Al Moumenien,"36.214643731,36.498825569",IS,136,132,105,28,401,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000284,Idleb,Harim,Harim,Abna`a Al Ghab,"36.198044,36.476721",IS,351,280,289,245,1165,0.91,1,0,0,0,0,2. Mostly covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000450,Idleb,Harim,Harim,Abna'a Al Ezza,"36.1979389,36.4776722",IS,317,125,661,240,1343,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000257,Idleb,Harim,Harim,Kafr Hum,"36.1974,36.4765583",IS,301,302,188,165,956,0,1,0,0,0,0,Not covered - N/A,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000507,Idleb,Harim,Harim,Tajmae Aleiza,"36.19744167,36.47781944",IS,255,287,531,551,1624,0,1,0,0,0,0,Not covered - N/A,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000073,Idleb,Harim,Big Hir Jamus,Ayidoun,"36.182334,36.430266",PC,1477,1402,633,489,4001,0.75,1,1,0.8,1,0.36,2. Mostly covered,1. Fully covered,1. Fully covered,2. Mostly covered,1. Fully covered,3. Partially covered
CP000074,Idleb,Harim,Big Hir Jamus,Kadimoon,"36.17,36.4",PC,1014,892,471,438,2815,0.75,1,1,0.8,1,0.37,2. Mostly covered,1. Fully covered,1. Fully covered,2. Mostly covered,1. Fully covered,3. Partially covered
CP000075,Idleb,Harim,Big Hir Jamus,Samidoon,"36.18,36.41",PC,1181,1002,561,471,3215,0.3,1,1,1,0.38,0,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,Not covered - N/A
CP000281,Idleb,Harim,Big Hir Jamus,Al Taakhi,"36.132144,36.400164",IS,968,901,447,401,2717,0.7,1,1,0,1,0.33,2. Mostly covered,1. Fully covered,1. Fully covered,Not covered - N/A,1. Fully covered,3. Partially covered
CP000280,Idleb,Harim,Big Hir Jamus,Al Safsafa,"36.132801,36.423798",IS,1060,964,410,354,2788,0.5,1,1,0,1,0.33,2. Mostly covered,1. Fully covered,1. Fully covered,Not covered - N/A,1. Fully covered,3. Partially covered
CP000558,Idleb,Harim,Big Hir Jamus,Alwadi Camp,"36.18879,36.42744",IS,378,270,720,555,1923,0.8,0.8,0.75,0.75,0.75,0.75,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered
Cp000559,Idleb,Harim,Big Hir Jamus,Alrahman(Hir Jamus),"36.18970,36.42208",IS,95,84,209,149,537,0.8,1,0.8,0,1,0,2. Mostly covered,1. Fully covered,2. Mostly covered,Not covered - N/A,1. Fully covered,Not covered - N/A
CP000560,Idleb,Harim,Salqin,Alhamziyeh School,"36.11149,36.39279",IS,39,23,67,57,186,0.5,1,1,0.2,1,0,2. Mostly covered,1. Fully covered,1. Fully covered,3. Partially covered,1. Fully covered,Not covered - N/A
CP000378,Idleb,Harim,Salqin,Al Fath,"36.1441667,36.4515278",CC,47,46,23,21,137,0,1,0,0,0,0,Not covered - N/A,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000508,Idleb,Harim,Salqin,Darbella,"36.1117306,36.39215",IS,112,98,192,162,564,0.5,1,0.4,0,0.8,0,2. Mostly covered,1. Fully covered,3. Partially covered,Not covered - N/A,2. Mostly covered,Not covered - N/A
CP000513,Idleb,Idleb,Maaret Tamsrin,Sham,"36.0990833,36.67670566",IS,370,380,190,180,1120,0.75,1,1,1,1,0.7,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000570,Idleb,Idleb,Kelly,Al-Rahma 1,36.09908333 36.67670556 0 0,IS,407,455,246,210,1318,0.95,0.95,0.9,0.25,0,0.25,2. Mostly covered,2. Mostly covered,2. Mostly covered,3. Partially covered,Not covered - N/A,3. Partially covered
CP000571,Idleb,Idleb,Kelly,Al-Rahma 2,36.09908333 36.67670556 0 0,IS,537,599,325,277,1738,0.95,0.95,0.9,0.25,0,0.25,2. Mostly covered,2. Mostly covered,2. Mostly covered,3. Partially covered,Not covered - N/A,3. Partially covered
CP000572,Idleb,Idleb,Kelly,Al-Rahma 3,36.09908333 36.67670556 0 0,IS,463,516,280,240,1499,0.95,0.95,0.05,0.25,0,0.25,2. Mostly covered,2. Mostly covered,3. Partially covered,3. Partially covered,Not covered - N/A,3. Partially covered
CP000573,Idleb,Idleb,Kelly,Al-Karkat,36.09908333 36.67670556 0 0,IS,157,175,95,82,509,0.8,0.8,0.8,0.35,0,0.25,2. Mostly covered,2. Mostly covered,2. Mostly covered,3. Partially covered,Not covered - N/A,3. Partially covered
CP000574,Idleb,Idleb,Kelly,Alfarhan,36.09908333 36.67670556 0 0,IS,102,113,62,53,330,0.95,0.95,0.9,0.8,0,0,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,Not covered - N/A,Not covered - N/A
