governorate,district,Sub District,Community,cluster,geo,environment,girls,boys,women,men,individual,Shelter,Water,Sanitation,Waste Removal,NFI,Food,shelter_cat,water_cat,sanitation_cat,waste_cat,NFI_cat,Food_cat,class
Idleb,Jisr-Ash-Shugur,Darkosh,Mreimin (Darkosh),Darkosh,"35.9298536,36.4176794",IS,32,34,22,20,108,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,Jisr-Ash-Shugur,"35.9503149,36.2366083",IS,796,767,681,596,2840,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,Jisr-Ash-Shugur,"35.9497123,36.2070222",IS,587,578,667,661,2493,1,1,1,1,,0.5,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,3. Partially covered,
Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,Jisr-Ash-Shugur,"35.9437939,36.2102344",IS,298,272,338,335,1242,1,1,1,1,,0.75,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,2. Mostly covered,
Idleb,Jisr-Ash-Shugur,Janudiyeh,Qaderiyeh - Qayqun,Jisr-Ash-Shugur,"35.8967955,36.3128074",IS,36,36,33,24,129,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Kherbet Eljoz,"35.9079371,36.1912639",IS,,,,,77,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Kherbet Eljoz,"35.9030262,36.1768712",IS,798,785,828,819,3229,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Kherbet Eljoz,"35.9092185,36.1952302",IS,,,,,2482,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Kherbet Eljoz,"35.9018101,36.1874869",IS,,,,,4845,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Kherbet Eljoz,"35.8947854,36.1824386",IS,,,,,3184,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Badama,Ein El-Bayda,Oben,"35.8725172,36.1882395",IS,541,451,331,286,1608,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,
Idleb,Harim,Salqin,Kafarna,Kafrina,"36.1882467,36.4345654",PC,546,549,546,431,2072,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Salqin,Kafarna,Kafrina,"36.1642357,36.4036915",PC,517,466,316,314,1614,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Salqin,Kafarna,Kafrina,"36.1709905,36.4155964",PC,551,543,559,419,2072,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Aleppo,A'zaz,A'zaz,Shamarin,Azaz,"36.6392078,37.1506499",TC,791,714,562,483,2550,1,1,0.5,0.5,,0.15,1. Fully covered,1. Fully covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,3. Partially covered,
Aleppo,A'zaz,A'zaz,Shmarekh,Azaz,"36.6360824,37.1220229",TC,3668,3282,2507,2254,11711,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
