governorate,district,Sub District,Community,cluster,camp_name,geo,environment,girls,boys,women,men,individual,Shelter,Water,Sanitation,Waste Removal,NFI,Food,shelter_cat,water_cat,sanitation_cat,waste_cat,NFI_cat,Food_cat,class
Idleb,Harim,Dana,Qah,Qah,Abu Bakker Al Sidiq,"36.2941918,36.7093251",IS,203,189,125,93,610,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Afamia,"36.2924143,36.718402",IS,151,146,130,114,541,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ahbab Al Rasoul,"36.3027406,36.7292391",IS,175,166,178,181,700,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Arbaeen,"36.3017732,36.6992385",IS,95,101,86,97,379,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Bayan,"36.2959429,36.7019691",IS,146,130,151,132,559,,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Imam,"36.2836503,36.7058493",IS,232,274,293,256,1055,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Intisar,"36.2827488,36.7180119",IS,177,173,144,144,638,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Magad,"36.2775721,36.7176505",IS,160,158,136,142,596,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Motasem,"36.2868068,36.7141384",IS,80,135,104,85,404,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Muhajreen,"36.3009603,36.7053405",IS,174,183,126,136,619,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Radwan,"36.3056457,36.7158211",IS,68,65,58,51,241,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Rahmah,"36.2986222,36.7029773",IS,223,208,144,137,713,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Tawheed,"36.2682792,36.7217371",IS,90,76,82,77,324,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Al Waleed,"36.2889801,36.6971065",IS,231,239,198,144,812,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Alebaa,"36.2977947,36.718217",IS,167,161,142,125,595,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 2 (Hamad Al Ammar 1/Dar Al Riaya - Orphans),"36.2965896,36.697857",IS,210,218,180,46,654,1,0.7,0.8,0.85,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 3 (Al Ansar),"36.2921133,36.7139181",IS,191,140,205,160,696,1,0.7,0.8,0.9,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 4 (Al Reaya Al Islamiya),"36.3017356,36.729073",IS,215,239,233,242,929,1,0.65,0.8,0.9,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 5 (Shabab Al Khayr),"36.2975773,36.7102286",IS,287,300,260,264,1110,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 6 (Shabab Al Khayr 3),"36.2960965,36.7229496",IS,369,393,345,372,1479,1,0.6,0.8,0.8,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 7a (Ataa Almara Alkwaityeh 1),"36.2867327,36.7291344",IS,209,188,323,272,992,1,0.7,0.8,0.8,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 7b (Ataa Almara Alkwaityeh 2),"36.2993043,36.7175145",IS,213,224,376,377,1190,1,0.65,0.8,0.8,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 8 (Shabab Al Khayr 2),"36.2955471,36.7183247",IS,393,455,345,395,1588,1,0.6,0.8,0.7,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 9a (Hamad Al Ammar 2),"36.3002549,36.7334769",IS,158,170,165,167,660,1,0.6,0.8,0.7,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Ataa 9b (Nasaem Alkhair),"36.3017078,36.7172108",IS,200,219,176,190,785,1,0.6,0.8,0.7,,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Bab Al Hawa,"36.2872782,36.7289632",IS,164,171,193,156,683,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Bab Al Hawa extension (Al Mutahaboun Bellah),"36.2984864,36.7154922",IS,,,,,1243,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Qah,Qah,Bani Omiyet,"36.2837627,36.7111998",IS,83,86,69,69,307,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Qah,Qah,Hibat Allah,"36.2856298,36.7022018",IS,226,219,176,175,796,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Kafr Nabutha Alsmoud,"36.3057368,36.7190277",IS,68,80,64,97,309,0.85,1,1,1,,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Madenh Monarh (Hmamiat),"36.2905294,36.7020636",IS,157,156,218,174,705,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Nasret Al Rasoul,"36.2872858,36.7334185",IS,196,190,169,147,702,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Qah,"36.2980873,36.7362803",IS,293,320,326,318,1258,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Sarkhat Tifl,"36.2988288,36.732583",IS,102,133,80,153,468,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Sahl Al Ghab Alawal,"36.3001903,36.7044313",IS,130,107,103,101,440,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Qah,Shuhadaa Abdeen,"36.2891251,36.7046478",IS,168,189,175,139,672,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Abl Baydar,"36.2971206,36.7267392",IS,68,65,58,51,242,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Al Ahd Billah,"36.2809429,36.722739",IS,280,302,341,310,1234,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Al Awdah,"36.3011783,36.7259557",IS,,,,,108,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Aqrabat,Salam,Al Forkan,"36.2598924,36.718776",IS,372,356,324,328,1380,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Al Goroub,"36.304082,36.7340204",IS,205,247,155,156,763,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Al Jolan,"36.2806338,36.7235877",IS,461,472,378,348,1660,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Al Khalij,"36.2739662,36.7153067",IS,165,127,91,72,455,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Aqrabat,Salam,Al Midan,"36.2605063,36.7370359",IS,292,306,258,255,1111,,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Al Nasser,"36.2834508,36.7213223",IS,430,488,375,353,1646,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Aqrabat (Dana),Salam,Al Madiq 1,"36.278461,36.6997177",IS,,,,,113,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Aqrabat (Dana),Salam,Al Madiq 2,"36.2779215,36.70466",IS,,,,,114,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Dana,Aqrabat,Salam,Al Salam,"36.2773025,36.7272212",IS,539,524,371,354,1787,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Dar Al Riaya - Disabled,"36.2881987,36.7127532",IS,287,299,228,257,1071,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Aqrabat,Salam,Dma'aet Nazeh,"36.2513819,36.7129659",IS,76,65,82,86,309,1,,,,,1,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Kafr Nabutha Al Amal,"36.2940626,36.7251214",IS,79,76,68,59,282,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Kafr Nabutha Alhora,"36.3023338,36.7180172",IS,88,84,75,65,312,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Muhajreen Al Gab,"36.3000102,36.7172537",IS,144,138,124,108,514,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Shams Al Izza,"36.2742854,36.7334572",IS,83,80,50,47,261,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Shuhada Kafr Nabutha,"36.2990105,36.723799",IS,196,189,169,147,701,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Qah,Salam,Zahrat Al Jolan,"36.3022515,36.7196677",IS,139,134,119,104,496,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Sarmada,Sarmada,Al Nouri,"36.1943364,36.6902605",IS,232,284,255,242,1014,0.8,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Sarmada,Sarmada,Al Ummah,"36.2060669,36.7081098",IS,140,135,120,105,500,,1,1,1,,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Dana,Sarmada,Sarmada,Imdad,"36.1945672,36.7066855",IS,150,145,129,112,536,,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Dana,Sarmada,Sarmada,Khaled Bin Al Waleed,"36.1944191,36.712876",IS,252,300,313,270,1135,,,1,1,,1,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Alhai Aljanouby school,"36.2060787,36.5137084",CC,22,73,30,27,152,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Al Karameh,"36.2093487,36.530543",CC,9,8,4,4,24,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Al Kaws school,"36.2070419,36.5180605",CC,51,44,25,20,140,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Al Khorbeh school,"36.2171993,36.5104627",CC,53,52,25,25,155,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Al Maliah,"36.2131891,36.5263073",CC,36,30,12,12,90,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Almjamaa Altarbawy,"36.2190656,36.530657",CC,52,52,26,20,150,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Alshouba ,"36.2191213,36.5130526",CC,9,11,6,6,32,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Alsiasieh,"36.2182838,36.5289467",CC,71,66,28,25,190,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Alzeraah,"36.2057494,36.5210532",CC,110,120,35,35,300,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Kafarhum school,"36.2164275,36.5216442",CC,33,30,14,11,88,1,,0.6,1,,0.5,1. Fully covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered,4. Not covered - N/A,3. Partially covered,
Idleb,Harim,Harim,Harim,Harim,Karm Abo Jaafar,"36.215687,36.5246183",CC,210,230,80,80,600,1,,,,,,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Harim,Harim,Harim,Omahat Al Moumenien,"36.2205483,36.5289042",IS,100,80,66,4,251,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Harim,Harim,Harim,Jabal Harim (Sabiroon),"36.2483221,36.537602",IS,241,250,148,148,787,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Harim,Harim,Harim,Al Madenh Monarh (Harim),"36.2151932,36.5260517",IS,,,,,148,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Harim,Kafr Hum,Harim,Abna`a Al Ghab,"36.1940708,36.4729526",IS,271,268,166,137,842,1,,0.7,1,,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered,4. Not covered - N/A,1. Fully covered,
Idleb,Harim,Harim,Kafr Hum,Harim,Kafr Hum,"36.1948078,36.4708548",IS,301,302,188,165,956,1,,0.6,1,,,1. Fully covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Kafr Takharim,Kafr Takharim,Kafr Takharim,Ahmad Balaneh,"36.1091096,36.522376",CC,9,5,4,4,22,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Kafr Takharim,Kafr Takharim,Kafr Takharim,Almyah building,"36.1144891,36.5102363",CC,1,2,1,,4,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Kafr Takharim,Kafr Takharim,Kafr Takharim,Alzera'a building ,"36.1128545,36.5149931",CC,2,6,4,4,16,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Kafr Takharim,Kafr Takharim,Kafr Takharim,Aref Kajo building ,"36.1116072,36.5103185",CC,4,3,4,4,15,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Kafr Takharim,Kafr Takharim,Kafr Takharim,Ba'a building,"36.1190719,36.5194386",CC,11,10,5,5,31,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Kafr Takharim,Kafr Takharim,Kafr Takharim,Mohammad Albashi building,"36.1199689,36.5086104",CC,6,5,3,4,18,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Qourqeena,Qourqeena,Qourqeena,Al Bareed,"36.1369943,36.6060536",CC,9,7,6,6,28,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Qourqeena,Qourqeena,Qourqeena,Al Edadia school,"36.129906,36.6133737",CC,31,25,13,11,80,1,,,1,1,1,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Qourqeena,Qourqeena,Qourqeena,Al Kahraba'a,"36.1353253,36.6088186",CC,6,5,6,5,22,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Harim,Qourqeena,Qourqeena,Qourqeena,Al Makhfar,"36.1343294,36.6205318",CC,23,30,12,11,76,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Qourqeena,Qourqeena,Qourqeena,Al Mustawsaf,"36.1477016,36.6210352",CC,5,6,4,4,19,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Qourqeena,Qourqeena,Qourqeena,Old court,"36.1448463,36.6163063",CC,3,2,1,1,7,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Qourqeena,Qourqeena,Qourqeena,Said Bro's building,"36.1376762,36.6136768",CC,6,5,6,5,22,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Harim,Qourqeena,Qourqeena,Qourqeena,Secondary school,"36.13857,36.6067235",CC,9,11,12,9,41,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Ain Alkassab,"35.9897688,36.3954014",CC,15,10,4,4,33,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Ain Alzarqa,"35.9935532,36.387521",CC,14,12,11,8,45,1,1,1,,,,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Al Kassab factory,"35.9973806,36.3929296",CC,2,2,1,1,6,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Almoshiyrfeh Alshamalieh,"35.9974027,36.3834104",CC,5,4,3,3,15,1,,,,1,1,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Halab Alkassab,"35.987972,36.394506",CC,2,2,1,1,6,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Jabal Alkassab,"35.993704,36.4010684",CC,2,2,1,1,6,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Jisr Alkassab,"35.9881931,36.3904871",CC,12,12,6,6,36,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Kharab Khalil school,"35.9862773,36.3935434",CC,10,6,5,4,25,1,,,,1,1,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Kharab Sultan school,"35.9960006,36.3870767",CC,6,4,3,3,16,1,,,,1,1,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,
Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,Darkosh,Mshmeshan,"35.9828833,36.3967741",CC,12,10,5,5,32,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Dorriyeh,Darkosh,Othman Bin Affan,"35.9872454,36.3092162",IS,242,255,218,179,894,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Dorriyeh,Darkosh,Ali Bin Abi Taleb,"35.9899603,36.3008071",IS,412,422,315,286,1435,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Dorriyeh,Darkosh,Al Madakha,"35.9849283,36.3030431",CC,,,,,79,,,,,,,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Darkosh,Mreimin (Darkosh),Darkosh,Meriamen,"35.9298536,36.4176794",IS,32,34,22,20,108,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,Jisr-Ash-Shugur,Az-Zawf 1 (Sham),"35.9503149,36.2366083",IS,796,767,681,596,2840,,1,1,1,,,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,
Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,Jisr-Ash-Shugur,Az-Zawf 2 (Sadaka Tashi),"35.9497123,36.2070222",IS,587,578,667,661,2493,1,1,1,1,,0.5,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,3. Partially covered,
Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,Jisr-Ash-Shugur,Az-Zawf 3 (Al Ikhaa),"35.9437939,36.2102344",IS,298,272,338,335,1242,1,1,1,1,,0.75,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,2. Mostly covered,
Idleb,Jisr-Ash-Shugur,Janudiyeh,Hamama - Kafr Debbin,Jisr-Ash-Shugur,Al Hamama,"35.9278664,36.3541095",CC,117,105,57,48,327,1,,0.5,0.5,0.5,0.5,1. Fully covered,4. Not covered - N/A,3. Partially covered,3. Partially covered,3. Partially covered,3. Partially covered,
